Company Name,Industry,Symbol,Series,ISIN Code
Mahickra Chemicals Ltd.,Chemicals,MAHICKRA,SM,INE961Y01015
Maitreya Medicare Ltd.,Healthcare,MAITREYA,SM,INE0PLQ01011
Maks Energy Solutions India Ltd.,Capital Goods,MAKS,SM,INE0CDK01019
Manav Infra Projects Ltd.,Construction,MANAV,SM,INE104Y01012
Mangalam Alloys Ltd.,Capital Goods,MAL,SM,INE00C401011
Mangalam Worldwide Ltd.,Metals & Mining,MWL,SM,INE0JYY01011
Marco Cables & Conductors Ltd.,Capital Goods,MARCO,SM,INE0QP001012
Marinetrans India Ltd.,Services,MARINETRAN,SM,INE0P1P01017
Marvel Decor Ltd.,Consumer Durables,MDL,SM,INE575Z01010
Master Components Ltd.,Capital Goods,MASTER,SM,INE0OJM01017
Mcon Rasayan India Ltd.,Construction Materials,MCON,SM,INE0O4M01019
Mega Flex Plastics Ltd.,Capital Goods,MEGAFLEX,SM,INE0G1D01014
Micropro Software Solutions Ltd.,Information Technology,MICROPRO,SM,INE0PZK01014
Milton Industries Ltd.,Consumer Durables,MILTON,SM,INE376Y01016
Mindpool Technologies Ltd.,Information Technology,MINDPOOL,ST,INE00RQ01019
Mohini Health & Hygiene Ltd.,Healthcare,MHHL,SM,INE450S01011
Mono Pharmacare Ltd.,Healthcare,MONOPHARMA,SM,INE0OIP01012
Mos Utility Ltd.,Financial Services,MOS,SM,INE0N7S01010
Moxsh Overseas Educon Ltd.,Consumer Services,MOXSH,SM,INE0N6D01014
Net Avenue Technologies Ltd.,Consumer Services,CBAZAAR,SM,INE518X01015
Network People Services Technologies Ltd.,Information Technology,NPST,SM,INE0FFK01017
Newjaisa Technologies Ltd.,Information Technology,NEWJAISA,SM,INE0PW501021
Nidan Laboratories And Healthcare Ltd.,Healthcare,NIDAN,SM,INE0J6L01013
Nirman Agri Gentics Ltd.,Fast Moving Consumer Goods,NIRMAN,SM,INE0OK701014
Omfurn India Ltd.,Consumer Durables,OMFURN,SM,INE338Y01016
On Door Concepts Ltd.,Consumer Services,ONDOOR,SM,INE00ER01015
Oneclick Logistics India Ltd.,Services,OLIL,SM,INE0OPS01011
Oriana Power Ltd.,Capital Goods,ORIANA,SM,INE0OUT01019
P. E. Analytics Ltd.,Realty,PROPEQUITY,SM,INE0KN801013
Paragon Fine and Speciality Chemical Ltd.,Chemicals,PARAGON,SM,INE0N4G01012
Parin Furniture Ltd.,Consumer Durables,PARIN,SM,INE00U801010
Party Cruisers Ltd.,Consumer Services,PARTYCRUS,SM,INE06ZX01015
Pattech Fitwell Tube Components Ltd.,Capital Goods,PATTECH,ST,INE0NZW01014
Pentagon Rubber Ltd.,Capital Goods,PENTAGON,SM,INE0ORS01017
Perfect Infraengineers Ltd.,Capital Goods,PERFECT,SM,INE925S01012
Phantom Digital Effects Ltd.,Media Entertainment & Publication,PHANTOMFX,SM,INE0MLZ01019
Plada Infotech Services Ltd.,Services,PLADAINFO,SM,INE0PXD01014
Pramara Promotions Ltd.,Media Entertainment & Publication,PRAMARA,SM,INE0O7A01017
Precision Metaliks Ltd.,Automobile and Auto Components,PRECISION,SM,INE0HKW01018
Presstonic Engineering Ltd.,Capital Goods,PRESSTONIC,SM,INE0R1601012
Pritika Engineering Components Ltd.,Automobile and Auto Components,PRITIKA,SM,INE0MJQ01012
Prolife Industries Ltd.,Chemicals,PROLIFE,SM,INE994V01012
Proventus Agrocom Ltd.,Fast Moving Consumer Goods,PROV,SM,INE0ONE01016
Pulz Electronics Ltd.,Consumer Durables,PULZ,SM,INE335X01014
QMS Medical Allied Services Ltd.,Healthcare,QMSMEDI,SM,INE0FMW01018
Quadpro ITeS Ltd.,Information Technology,QUADPRO,SM,INE0GOJ01027
Quality Foils (India) Ltd.,Capital Goods,QFIL,SM,INE0O1M01015
Quicktouch Technologies Ltd.,Information Technology,QUICKTOUCH,SM,INE0K4D01020
R M Drip and Sprinklers Systems Ltd.,Capital Goods,RMDRIP,SM,INE219Y01018
RBM Infracon Ltd.,Oil Gas & Consumable Fuels,RBMINFRA,SM,INE0NA301016
Rachana Infrastructure Ltd.,Construction,RILINFRA,SM,INE02OY01016
Rajgor Castor Derivatives Ltd.,Fast Moving Consumer Goods,RCDL,SM,INE0BZQ01011
Remus Pharmaceuticals Ltd.,Healthcare,REMUS,SM,INE0O5T01011
Rex Pipes and Cables Industries Ltd.,Capital Goods,REXPIPES,SM,INE00D001018
Richa Info Systems Ltd.,Information Technology,RICHA,SM,INE0J1P01015
Rite Zone Chemcon India Ltd.,Chemicals,RITEZONE,SM,INE0MRA01019
Rockingdeals Circular Economy Ltd.,Services,ROCKINGDCE,SM,INE0PTR01012
Rox Hi-Tech Ltd.,Information Technology,ROXHITECH,SM,INE0PDJ01013
S J Logistics (India) Ltd.,Services,SJLOGISTIC,SM,INE0F3301020
SKP Bearing Industries Ltd.,Capital Goods,SKP,SM,INE0KZA01016
SMVD Ploy Pack Ltd.,Capital Goods,SMVD,ST,INE702Y01013
SP Refractories Ltd.,Capital Goods,SPRL,ST,INE0JW501011
Saakshi Medtech and Panels Ltd.,Capital Goods,SAAKSHI,SM,INE0PSK01027
Sabar Flex India Ltd.,Capital Goods,SABAR,SM,INE0DZ101013
Sahaj Fashions Ltd.,Textiles,SAHAJ,SM,INE013901017
Sahana System Ltd.,Information Technology,SAHANA,SM,INE0LEX01011
Salasar Exteriors and Contour Ltd.,Construction,SECL,SM,INE00Y701026
Sameera Agro And Infra Ltd.,Fast Moving Consumer Goods,SAIFL,SM,INE0PZA01015
Sangani Hospitals Ltd.,Healthcare,SANGANI,SM,INE0OVI01010
Sar Televenture Ltd.,Telecommunication,SARTELE,SM,INE0PUC01020
Saroja Pharma Industries India Ltd.,Chemicals,SAROJA,SM,INE0PCL01011
Service Care Ltd.,Services,SERVICE,SM,INE0P1Q01015
Shanthala FMCG Products Ltd.,Fast Moving Consumer Goods,SHANTHALA,SM,INE0Q9Q01017
Sharp Chucks and Machines Ltd.,Capital Goods,SCML,SM,INE460Q01014
Sheetal Universal Ltd.,Fast Moving Consumer Goods,SHEETAL,ST,INE04VX01019
Shera Energy Ltd.,Capital Goods,SHERA,SM,INE0MM001019
Shigan Quantum Technologies Ltd.,Automobile and Auto Components,SHIGAN,SM,INE03KJ01013
Shree OSFM E-Mobility Ltd.,Services,SHREEOSFM,SM,INE02S501018
Shree Tirupati Balajee FIBC Ltd.,Capital Goods,TIRUPATI,SM,INE238Y01018
Shri Techtex Ltd.,Capital Goods,SHRITECH,SM,INE0OMF01015
Shubhlaxmi Jewel Art Ltd.,Consumer Durables,SHUBHLAXMI,SM,INE01Z401013
Siddhika Coatings Ltd.,Consumer Durables,SIDDHIKA,SM,INE0A1E01018
Solex Energy Ltd.,Capital Goods,SOLEX,SM,INE880Y01017
Sonu Infratech Ltd.,Construction,SONUINFRA,SM,INE0JZA01018
Sotac Pharmaceuticals Ltd.,Healthcare,SOTAC,SM,INE0O2D01012
Spectrum Electrical Industries Ltd.,Capital Goods,SPECTRUM,SM,INE01EO01010
Spectrum Talent Management Ltd.,Services,SPECTSTM,SM,INE0OL001018
Srivari Spices And Foods Ltd.,Fast Moving Consumer Goods,SSFL,SM,INE0ON201012
Srivasavi Adhesive Tapes Ltd.,Capital Goods,SRIVASAVI,SM,INE0NPI01014
Sungarner Energies Ltd.,Capital Goods,SEL,SM,INE0O3O01017
Sunrest Lifescience Ltd.,Healthcare,SUNREST,SM,INE0PLZ01012
Supreme Power Equipment Ltd.,Capital Goods,SUPREMEPWR,SM,INE0QHG01026
Surani Steel Tubes Ltd.,Capital Goods,SURANI,SM,INE01ZJ01015
Swaraj Suiting Ltd.,Textiles,SWARAJ,SM,INE0GMR01016
Swastik Pipe Ltd.,Capital Goods,SWASTIK,SM,INE0DGC01025
Synoptics Technologies Ltd.,Information Technology,SYNOPTICS,SM,INE0BTR01012
Systango Technologies Ltd.,Information Technology,SYSTANGO,SM,INE0O7R01011
Tapi Fruit Processing Ltd.,Fast Moving Consumer Goods,TAPIFRUIT,SM,INE0M7001010
Timescan Logistics (India) Ltd.,Services,TIMESCAN,SM,INE0IJY01014
Transteel Seating Technologies Ltd.,Consumer Durables,TRANSTEEL,SM,INE0NVI01020
Transwind Infra Ltd.,Construction,TRANSWIND,SM,INE792X01016
Trident Techlabs Ltd.,Information Technology,TECHLABS,SM,INE0QD201012
Tridhya Tech Ltd.,Services,TRIDHYA,SM,INE0LWY01029
Ultra Wiring Connectivity System Ltd.,Automobile and Auto Components,UWCSL,SM,INE00F301010
Uma Converter Ltd.,Capital Goods,UMA,SM,INE067901012
Unihealth Consultancy Ltd.,Healthcare,UNIHEALTH,SM,INE0PRF01011
Upsurge Seeds of Agriculture Ltd.,Fast Moving Consumer Goods,USASEEDS,SM,INE0CBM01019
Urban Enviro Waste Management Ltd.,Utilities,URBAN,SM,INE0O0201019
Ushanti Colour Chem Ltd.,Chemicals,UCL,SM,INE00NI01015
V Marc India Ltd.,Capital Goods,VMARCIND,SM,INE0GXK01018
Vadivarhe Speciality Chemicals Ltd.,Chemicals,VSCL,ST,INE551Q01028
Vaidya Sane Ayurved Laboratories Ltd.,Healthcare,MADHAVBAUG,SM,INE0JR301013
Varanium Cloud Ltd.,Telecommunication,CLOUD,SM,INE0JOO01021
Vasa Denticity Ltd.,Healthcare,DENTALKART,SM,INE0N5801013
Vasa Retail and Overseas Ltd,Fast Moving Consumer Goods,VASA,SM,INE068Z01016
Veekayem Fashion and Apparels Ltd,Textiles,VEEKAYEM,SM,INE0KTW01013
Vels Film International Ltd.,Media Entertainment & Publication,VELS,SM,INE0I3H01019
Vertexplus Technologies Ltd.,Information Technology,VERTEXPLUS,ST,INE0NLB01018
Viaz Tyres Ltd.,Automobile and Auto Components,VIAZ,SM,INE0MO401019
Vilin Bio Med Ltd.,Healthcare,VILINBIO,SM,INE0L4V01013
Vinsys IT Services India Ltd.,Consumer Services,VINSYS,SM,INE0OSJ01014
Vinyas Innovative Technologies Ltd.,Capital Goods,VINYAS,SM,INE0OLS01010
Vishnusurya Projects and Infra Ltd.,Construction Materials,VISHNUINFR,SM,INE0PQ001012
Vital Chemtech Ltd.,Chemicals,VITAL,SM,INE0L4K01016
Viviana Power Tech Ltd.,Construction,VIVIANA,SM,INE0MEG01014
Vivo Collaboration Solutions Ltd.,Telecommunication,VIVO,SM,INE0IA701014
Walpar Nutritions Ltd.,Healthcare,WALPAR,SM,INE0G2G01015
Womancart Ltd.,Consumer Services,WOMANCART,SM,INE0Q9601016
Yasons Chemex Care Ltd.,Chemicals,YCCL,SM,INE08S201019
Yudiz Solutions Ltd.,Information Technology,YUDIZ,SM,INE09FA01019
Zeal Global Services Ltd.,Services,ZEAL,SM,INE0PPS01018
