Company Name,Industry,Symbol,Series,ISIN Code
Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032
Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028
Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014
Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022
Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030
Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028
Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01021
Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025
Gujarat Gas Ltd.,"Oil, Gas & Consumable Fuels",GUJGASLTD,EQ,INE844O01030
HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
Indraprastha Gas Ltd.,"Oil, Gas & Consumable Fuels",IGL,EQ,INE203G01027
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021
ICICI Securities Ltd.,Financial Services,ISEC,EQ,INE763G01038
Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031
Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036
Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
KSB Ltd.,Capital Goods,KSB,EQ,INE999A01015
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024
Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035
Mahanagar Gas Ltd.,"Oil, Gas & Consumable Fuels",MGL,EQ,INE002S01010
MMTC Ltd.,Services,MMTC,EQ,INE123F01029
Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
Nippon Life India Asset Management Ltd.,Financial Services,NAM-INDIA,EQ,INE298J01013
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031
NCC Ltd.,Construction,NCC,EQ,INE868B01028
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011
NHPC Ltd.,Power,NHPC,EQ,INE848E01016
NMDC Ltd.,Metals & Mining,NMDC,EQ,INE584A01023
Oberoi Realty Ltd.,Realty,OBEROIRLTY,EQ,INE093I01010
Oracle Financial Services Software Ltd.,Information Technology,OFSS,EQ,INE881D01027
Oil India Ltd.,"Oil, Gas & Consumable Fuels",OIL,EQ,INE274J01014
PCBL Ltd.,Chemicals,PCBL,EQ,INE602A01031
Persistent Systems Ltd.,Information Technology,PERSISTENT,EQ,INE262H01013
Petronet LNG Ltd.,"Oil, Gas & Consumable Fuels",PETRONET,EQ,INE347G01014
Power Finance Corporation Ltd.,Financial Services,PFC,EQ,INE134E01011
Polycab India Ltd.,Capital Goods,POLYCAB,EQ,INE455K01017
Poly Medicure Ltd.,Healthcare,POLYMED,EQ,INE205C01021
Praj Industries Ltd.,Capital Goods,PRAJIND,EQ,INE074A01025
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018
RITES Ltd.,Construction,RITES,EQ,INE320J01015
Safari Industries (India) Ltd.,Consumer Durables,SAFARI,EQ,INE429E01023
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029
Sonata Software Ltd.,Information Technology,SONATSOFTW,EQ,INE269A01021
Sun TV Network Ltd.,"Media, Entertainment & Publication",SUNTV,EQ,INE424H01027
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028
Suven Pharmaceuticals Ltd.,Healthcare,SUVENPHAR,EQ,INE03QK01018
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021
Triveni Turbine Ltd.,Capital Goods,TRITURBINE,EQ,INE152M01016
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,TRIVENI,EQ,INE256C01024
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023
Usha Martin Ltd.,Capital Goods,USHAMART,EQ,INE228A01035
Zensar Technolgies Ltd.,Information Technology,ZENSARTECH,EQ,INE520A01027
